ID;L1;L2;L3;L4;L5;L6;L7;L8;L9;L10;L11;L12;L13;L14;L15;L16;L17;L18;L19;L20
8030;2;3;4;9;13;14;20;21;22;23;27;36;42;44;48;58;62;72;76;77
8031;1;3;12;17;18;19;21;23;27;37;40;45;46;51;53;59;63;68;70;77
8032;3;7;17;19;21;22;23;43;44;45;48;49;52;57;62;66;69;71;73;80
8033;3;5;8;12;18;23;26;27;29;34;37;38;45;49;54;61;69;70;73;78
8034;10;11;13;15;21;22;26;35;51;52;53;54;58;61;64;70;74;75;76;77
8035;4;11;12;18;21;25;28;31;33;38;40;47;49;54;63;70;72;73;77;78
8036;1;3;14;17;18;28;29;34;35;40;41;42;47;53;56;59;64;68;72;73
8037;2;3;4;11;15;30;31;35;39;45;51;52;54;55;59;60;69;70;71;75
8038;6;7;10;12;18;25;29;31;34;35;39;43;44;45;46;52;59;71;73;75
8039;6;11;15;17;20;25;26;28;39;41;44;52;55;57;63;66;67;70;71;75
8040;3;4;7;11;13;17;19;20;22;23;33;38;40;47;64;65;69;73;77;79
8041;2;5;6;10;19;23;27;28;31;32;37;41;47;51;52;71;72;75;76;78
8042;3;4;5;7;8;11;15;21;29;30;38;46;51;52;56;61;66;69;70;74
8043;3;4;11;12;16;19;21;28;29;31;33;37;45;58;63;65;66;69;73;74
8044;5;7;13;27;29;30;36;38;39;46;47;53;58;61;69;71;72;76;78;80
8045;5;9;14;20;23;25;29;34;37;39;42;47;48;51;55;61;67;70;73;79
8046;3;12;15;16;18;30;32;33;34;41;42;48;52;55;59;65;72;74;76;78
8047;5;9;13;16;17;18;26;33;35;42;45;48;58;59;63;70;71;78;79;80
8048;9;11;12;17;19;22;24;28;31;33;36;37;43;49;52;57;64;66;70;75
8049;1;3;7;16;26;28;35;38;44;54;56;57;59;63;66;71;75;76;77;78
8050;3;9;11;19;29;31;32;34;35;37;40;44;45;48;51;52;54;55;76;78
8051;3;7;9;10;14;20;27;29;31;32;34;43;47;51;52;60;64;72;75;79
8052;5;7;9;12;14;22;25;31;36;37;41;43;50;51;55;56;62;63;66;70
8053;15;16;18;20;21;26;29;31;37;39;46;47;50;52;62;66;73;74;75;79
8054;3;10;11;23;31;33;38;40;43;45;48;49;52;53;59;66;72;76;78;79
8055;2;6;7;9;12;20;27;33;34;35;40;42;44;46;48;51;59;60;71;80
8056;1;5;9;12;16;18;19;30;32;37;46;48;49;51;55;56;65;66;75;80
8057;2;4;5;12;21;23;30;31;34;41;44;51;53;56;57;60;61;62;65;67
8058;2;5;7;9;10;14;24;26;27;29;33;38;50;55;61;62;69;71;74;78
8059;3;7;19;24;29;30;32;33;34;38;41;43;49;51;53;56;58;63;69;73
8060;2;3;6;19;24;25;30;36;38;44;49;50;51;56;59;61;65;69;76;78
8061;2;3;8;9;19;23;25;30;33;37;38;40;43;45;51;57;65;67;72;77
8062;2;5;6;12;19;20;21;23;27;28;30;32;35;46;63;65;67;71;75;79
8063;2;3;4;6;7;12;19;23;30;34;37;40;43;48;49;57;61;65;74;76
8064;1;2;4;7;9;12;24;34;36;41;46;49;52;55;59;61;69;70;74;79
8065;4;7;8;10;21;24;27;33;35;38;42;48;53;55;59;62;74;76;78;80
8066;1;4;6;13;16;33;38;41;46;52;53;54;57;58;63;67;68;69;76;80
8067;6;13;16;18;20;21;24;26;29;35;46;55;56;59;62;63;64;67;70;79
8068;6;7;12;20;21;26;27;29;32;35;41;45;47;48;52;53;55;58;69;71
8069;2;3;5;8;15;20;28;35;42;45;46;47;55;56;59;62;65;69;70;71
8070;7;13;14;25;27;28;33;35;37;39;40;50;52;54;55;57;59;64;65;77
8071;2;3;10;11;16;20;21;29;32;33;40;45;46;54;60;64;65;71;77;79
8072;2;6;10;12;19;30;32;39;47;49;50;53;56;59;66;70;71;72;73;80
8073;1;12;15;16;17;22;24;25;31;33;37;41;47;48;55;56;59;63;64;75
8074;4;11;17;20;29;30;32;41;42;47;49;52;55;57;58;63;71;72;75;77
8075;4;7;23;27;36;37;41;46;53;54;55;57;61;64;65;67;68;71;74;79
8076;2;8;9;10;13;14;21;22;24;28;29;32;34;36;41;42;52;57;73;77
8077;3;8;10;21;23;24;42;43;44;45;47;48;55;56;59;70;72;75;77;78
8078;2;3;4;11;19;21;22;23;29;38;40;42;51;53;56;59;64;66;72;73
8079;2;4;6;9;13;16;18;21;24;28;32;41;50;52;65;71;73;74;78;79
8080;1;2;6;7;8;12;16;18;24;42;48;52;55;56;58;59;61;64;70;76
8081;5;12;16;17;22;25;26;27;30;34;35;42;47;51;65;68;69;73;74;76
8082;6;9;10;19;21;27;36;42;48;49;50;52;54;56;58;65;66;70;75;79
8083;1;11;15;16;17;22;23;30;31;35;44;45;49;51;53;55;65;66;67;77
8084;1;6;13;15;20;21;22;29;36;41;42;47;49;51;53;55;57;58;74;76
8085;7;11;15;20;21;23;27;31;32;36;38;46;52;53;60;62;68;76;78;80
8086;2;3;4;9;10;11;15;18;26;31;33;36;38;40;51;58;62;65;71;72
8087;3;5;14;22;24;27;28;31;34;35;37;39;45;50;53;55;57;64;72;79
8088;1;5;16;20;22;26;30;38;39;43;47;48;53;57;62;63;67;68;72;77
8089;16;17;19;21;22;28;34;36;43;49;51;56;60;62;67;70;71;72;73;80
8090;4;5;8;12;19;31;32;33;34;35;42;51;52;54;61;62;65;69;75;78
8091;4;6;7;8;13;14;21;24;27;29;38;42;48;50;51;58;59;60;62;64
8092;5;9;12;14;18;19;20;21;22;29;35;40;44;48;57;62;68;71;78;79
8093;7;14;19;20;21;22;26;29;30;37;43;52;58;60;61;67;69;73;78;80
8094;7;12;15;19;27;30;31;32;34;36;38;43;49;50;52;61;63;67;69;70
8095;2;6;11;14;18;27;31;33;37;45;52;55;57;65;72;73;74;76;78;79
8096;5;13;14;17;18;19;23;24;27;29;31;33;35;38;40;52;54;56;74;75
8097;2;7;10;12;22;24;27;36;37;38;40;41;45;48;50;51;52;53;66;68
8098;1;4;7;9;11;15;23;29;32;35;36;43;49;50;59;61;67;73;76;79
8099;4;8;9;12;22;24;30;38;40;42;43;44;53;57;60;68;73;75;79;80
8100;4;8;12;21;22;26;30;31;36;37;42;45;48;49;55;63;65;70;75;77
8101;2;6;9;11;13;15;16;21;23;28;33;37;44;47;48;49;53;57;68;74
8102;1;6;8;10;15;17;18;25;29;30;37;39;41;51;54;66;70;72;76;77
8103;3;12;15;17;26;28;30;33;38;39;41;43;45;56;57;61;62;69;71;76
8104;5;6;10;13;14;15;16;20;24;27;29;40;45;48;52;60;61;63;66;75
8105;3;13;14;16;17;23;25;26;27;39;43;46;52;55;63;65;66;69;75;76
8106;1;5;6;11;15;23;27;31;34;35;44;51;58;59;60;66;73;74;76;78
8107;3;6;9;15;16;17;26;30;31;38;41;47;50;52;56;57;62;67;76;77
8108;4;7;8;13;22;26;34;36;37;39;47;49;50;54;56;57;58;75;76;79
8109;8;10;14;17;20;28;30;37;44;47;50;53;58;65;66;67;72;73;75;76
8110;1;6;8;11;13;16;17;20;22;26;37;40;47;48;49;55;60;62;70;72
8111;1;11;12;13;19;22;23;24;26;32;33;49;51;55;62;66;70;73;74;77
8112;4;8;10;14;16;19;20;27;34;35;37;40;42;46;49;57;62;71;73;77
8113;1;5;20;22;24;25;28;29;32;36;40;43;50;51;58;68;70;72;74;76
8114;1;13;19;22;23;26;28;32;34;36;37;40;59;69;70;72;73;74;76;77
8115;11;12;21;23;24;31;34;40;41;43;46;48;51;55;56;60;61;65;79;80
8116;3;10;12;18;22;24;28;36;37;38;42;45;50;51;55;64;68;69;71;80
8117;4;5;11;28;38;39;40;44;46;50;51;55;56;57;60;63;65;70;74;75
8118;4;9;13;20;21;22;24;37;39;47;48;52;54;59;67;74;75;77;79;80
8119;1;5;9;10;13;14;16;25;31;32;37;44;46;49;51;53;54;58;60;64
8120;1;2;4;15;16;19;24;37;40;44;46;48;50;51;59;60;66;67;69;71
8121;7;8;10;11;12;27;28;29;32;36;45;47;61;66;73;75;76;77;78;79
8122;1;2;3;5;6;9;12;15;19;20;21;27;30;33;35;47;62;64;69;80
8123;5;17;18;24;25;31;35;36;37;51;55;56;60;61;63;64;70;75;77;79
8124;2;4;6;7;11;18;20;22;23;26;28;35;41;43;56;64;66;67;73;78
8125;13;14;16;20;21;33;35;43;44;45;48;49;59;61;62;70;71;73;74;79
8126;4;5;8;10;13;14;16;17;32;34;36;39;41;54;57;59;74;75;79;80
8127;2;6;8;9;17;19;23;30;32;35;43;52;53;63;64;66;72;73;74;76
8128;1;4;5;6;7;11;12;16;23;27;28;33;40;51;55;57;60;63;70;80
8129;3;9;10;14;17;18;21;23;27;29;49;50;52;55;56;60;61;76;77;80
8130;2;3;9;10;11;17;18;25;31;33;35;36;46;52;61;63;64;66;68;71
8131;9;10;12;14;15;25;28;38;39;44;47;49;50;56;57;60;62;66;69;75
8132;7;10;15;25;26;27;30;35;38;41;46;47;48;51;60;61;66;67;72;79
8133;6;9;15;17;24;31;32;33;34;38;39;43;53;57;59;66;72;74;76;77
8134;1;3;4;9;11;20;21;24;27;29;30;33;34;38;44;52;53;56;72;75
8135;8;21;24;25;27;28;29;30;33;36;48;49;55;59;60;67;68;69;72;73
8136;3;12;18;22;30;38;39;41;43;45;46;50;55;57;69;71;72;75;78;79
8137;3;9;12;14;17;20;27;28;31;32;35;42;46;49;56;60;61;64;71;75
8138;1;3;10;15;22;24;25;32;43;46;47;54;55;60;62;67;70;74;75;76
8139;6;10;13;14;21;23;26;27;35;37;39;40;55;57;58;60;65;71;72;74
8140;12;15;16;19;21;22;23;28;29;30;31;33;34;42;50;51;53;59;68;78
8141;1;13;17;20;22;23;25;26;27;34;46;49;52;58;65;67;72;74;76;80
8142;1;3;6;10;11;22;24;47;52;53;55;56;61;65;66;70;73;76;79;80
8143;1;13;18;19;21;27;29;30;34;37;48;58;65;67;68;69;71;73;75;80
8144;8;9;11;16;17;28;29;39;41;47;52;56;57;60;61;64;65;70;72;80
8145;3;4;8;9;11;12;16;33;34;39;42;47;49;51;54;59;64;67;69;73
8146;2;4;5;8;9;14;16;18;30;39;42;47;49;56;62;67;69;70;75;77
8147;3;4;16;19;20;21;25;28;30;32;42;46;47;52;61;63;66;68;69;70
8148;6;9;10;12;14;17;18;20;25;26;29;30;38;39;45;46;48;50;68;79
8149;7;13;14;25;28;29;39;43;44;45;51;52;54;57;62;68;71;74;79;80
8150;2;6;8;16;18;22;27;29;33;34;51;53;56;60;61;64;65;66;67;78
8151;1;6;14;18;22;26;34;41;42;46;47;49;50;53;58;59;65;66;75;80
8152;2;7;13;20;22;26;29;30;33;34;39;43;44;66;67;69;70;72;73;80
8153;3;9;20;23;27;32;34;37;45;47;50;51;56;61;65;67;70;71;75;80
8154;1;5;6;14;16;24;28;33;34;50;55;57;62;63;66;67;68;73;75;76
8155;1;4;6;7;8;19;21;32;41;44;54;56;58;61;65;69;70;72;73;76
8156;5;10;11;12;19;20;21;25;27;29;31;33;40;43;49;60;64;65;66;71
8157;2;5;8;19;20;33;35;36;38;39;41;43;46;49;53;54;55;63;67;69
8158;6;16;20;22;29;31;32;39;41;43;47;51;53;57;58;62;64;65;67;76
8159;1;12;19;24;27;30;34;36;37;38;45;50;54;57;64;65;67;74;76;79
8160;5;7;11;13;15;16;19;22;27;33;37;39;41;51;64;68;71;76;77;78
8161;2;3;9;18;20;22;24;32;36;37;38;43;49;50;53;54;55;59;60;79
8162;5;8;17;20;21;23;24;25;37;40;42;45;50;54;56;57;59;62;68;69
8163;1;5;7;18;22;23;26;27;29;38;41;42;50;51;52;55;58;68;71;77
8164;1;2;10;12;13;17;18;19;26;31;46;47;49;56;59;60;64;65;66;80
8165;6;10;13;17;20;23;34;39;42;45;49;54;57;60;65;69;71;76;78;79
8166;1;4;5;6;11;15;26;37;39;40;43;46;49;50;55;61;63;64;76;79
8167;4;8;15;17;20;25;29;33;40;41;42;47;63;65;69;72;75;76;77;79
8168;1;2;4;12;21;23;28;29;32;35;36;37;43;47;57;60;64;65;68;76
8169;2;6;11;21;27;28;30;40;42;45;47;52;53;63;68;69;70;72;75;79
8170;3;13;18;19;23;29;37;42;43;45;47;49;52;61;63;66;67;74;76;80
8171;3;4;8;13;15;17;18;20;21;24;25;27;31;37;40;47;53;57;64;72
8172;2;3;4;5;7;15;19;34;45;48;51;52;53;58;59;61;62;69;71;72
8173;1;4;5;6;7;10;14;17;34;35;38;39;43;45;55;56;70;72;73;78
8174;5;9;12;14;20;25;28;31;33;35;40;47;59;62;65;67;68;70;78;80
8175;8;9;19;25;27;29;35;39;40;42;44;50;51;52;55;59;67;70;73;79
8176;10;17;18;19;23;24;25;33;34;42;43;50;51;53;57;62;63;67;71;74
8177;1;2;4;8;15;18;19;20;24;31;33;37;38;41;43;49;59;72;73;78
8178;2;6;11;12;14;20;22;35;37;41;44;47;49;53;59;62;67;68;73;79
8179;4;5;8;11;12;14;15;17;24;25;27;31;32;36;56;62;66;67;68;74
8180;1;2;7;12;20;21;23;31;34;39;45;51;52;56;58;70;72;75;77;79
8181;13;14;22;23;26;29;38;44;45;52;54;55;58;61;62;67;71;73;77;78
8182;1;8;10;11;21;26;30;32;34;37;38;43;53;56;61;65;66;67;68;80
8183;3;6;7;8;10;12;15;16;18;22;31;32;47;54;58;59;60;66;68;79
8184;4;10;15;18;19;21;22;27;28;32;36;42;44;50;56;58;62;63;68;77
8185;1;7;18;19;20;24;26;29;36;39;43;49;53;60;65;68;71;74;77;78
8186;4;6;12;14;15;22;24;27;29;31;33;53;56;59;60;63;65;69;70;72
8187;2;6;7;15;16;17;20;26;29;30;32;33;41;43;48;51;59;63;71;77
8188;8;18;22;35;39;40;41;42;51;53;56;58;59;60;63;66;67;72;75;76
8189;9;10;15;16;20;21;30;31;32;35;39;40;42;43;61;65;71;72;77;78
8190;7;11;12;15;16;17;19;22;24;25;35;40;43;44;49;50;58;66;74;78
8191;1;3;4;17;23;25;27;34;36;43;45;52;54;56;57;62;65;74;78;79
8192;7;15;17;20;24;28;29;30;34;37;45;48;50;52;53;58;67;69;78;80
8193;5;8;19;24;30;33;35;36;39;43;49;51;53;59;60;62;63;67;77;79
8194;3;15;21;22;24;26;42;45;49;50;56;61;66;67;70;74;76;77;78;80
8195;1;7;10;11;21;24;26;33;39;41;43;44;49;51;52;59;60;66;69;75
8196;2;4;7;8;18;20;21;22;31;35;37;48;58;60;61;62;65;70;71;74
8197;3;4;5;10;25;32;33;34;35;36;39;40;42;52;58;60;62;65;70;78
8198;12;13;14;21;27;32;34;35;43;46;50;54;60;64;65;67;69;74;75;79
8199;1;2;10;17;20;23;27;28;30;38;43;45;54;55;58;59;62;72;75;79
8200;7;9;18;25;33;34;38;39;44;45;46;48;50;52;58;60;64;71;73;76
8201;3;6;8;11;13;14;16;21;27;34;41;42;48;56;59;62;65;66;74;77
8202;1;3;8;9;18;35;40;42;45;50;58;59;63;66;69;72;73;76;78;80
8203;3;5;6;8;10;12;13;15;24;33;39;42;49;55;56;62;64;71;72;79
8204;5;14;18;20;25;36;37;44;45;52;55;57;59;60;66;68;71;74;77;79
8205;1;5;12;14;16;29;30;32;35;36;46;48;50;52;54;63;73;78;79;80
8206;3;6;7;11;16;22;26;29;36;37;40;52;55;57;59;60;61;66;74;79
8207;2;3;4;11;13;23;27;37;38;46;50;56;59;61;63;67;70;74;75;79
8208;4;11;15;22;23;26;41;45;47;48;49;51;52;55;58;59;64;66;72;79
8209;1;7;18;23;25;26;29;31;35;36;38;45;47;51;56;59;60;68;70;76
8210;4;5;11;14;15;17;31;33;38;39;43;45;52;56;62;63;66;67;70;80
8211;3;4;6;19;31;36;39;41;44;48;51;56;57;63;66;67;71;72;73;77
8212;2;16;25;26;28;40;42;48;49;50;51;55;62;64;66;67;70;71;74;80
8213;1;3;5;18;21;22;24;26;29;33;43;44;45;56;63;66;69;72;77;79
8214;1;13;19;24;32;33;36;37;38;40;42;45;50;53;63;65;67;72;75;76
8215;4;5;6;10;11;22;23;28;32;45;47;59;61;63;68;71;74;75;76;78
8216;3;6;9;17;19;22;24;34;37;42;44;47;52;54;57;58;70;74;75;76
8217;9;10;15;17;18;21;22;30;31;34;37;38;40;49;50;51;54;69;77;79
8218;11;13;15;17;19;20;21;24;28;29;32;34;40;41;58;59;63;67;70;77
8219;3;4;5;8;10;12;15;18;20;21;25;26;35;37;38;39;44;50;51;76
8220;1;9;11;15;21;25;31;32;34;35;44;52;60;61;62;63;70;73;75;78
8221;1;13;15;18;19;22;23;24;31;32;39;47;49;51;53;55;56;59;67;71
8222;3;13;14;16;19;29;33;34;38;47;48;49;54;57;59;60;63;64;66;73
8223;7;9;10;11;12;14;20;23;31;34;37;46;48;52;53;56;60;74;76;78
8224;1;2;6;7;9;10;14;20;28;33;44;47;48;53;55;57;60;62;70;73
8225;12;13;18;24;30;36;37;38;42;45;51;52;53;55;56;61;66;69;76;80
8226;9;10;12;15;17;18;21;28;30;36;38;39;42;46;57;58;63;68;72;76
8227;8;10;14;24;29;32;33;37;41;51;54;55;59;63;66;67;70;72;73;77
8228;2;3;15;17;21;26;29;30;32;33;34;37;47;49;62;66;70;72;75;78
8229;1;6;8;10;11;14;15;16;20;22;30;31;44;54;58;62;66;68;69;78
8230;3;8;9;12;18;20;21;24;31;32;33;34;38;40;41;51;62;66;72;80
8231;3;5;6;14;16;20;25;29;30;51;53;54;60;61;62;64;67;69;71;76
8232;1;6;7;12;15;21;23;37;38;41;44;48;49;53;58;59;70;72;73;75
8233;3;16;17;20;24;30;32;35;36;41;43;52;53;54;56;61;62;63;66;72
8234;7;12;16;17;23;24;31;33;42;44;51;54;56;57;58;60;62;63;67;78
8235;1;5;6;9;10;21;22;24;29;30;31;33;37;41;48;63;65;66;68;75
8236;3;5;9;15;18;19;22;23;34;51;56;59;61;63;65;66;68;70;72;80
8237;2;5;7;12;20;27;28;32;36;43;45;50;51;52;55;57;62;65;75;76
8238;8;11;16;20;28;30;33;34;35;39;47;50;51;53;56;59;64;65;68;72
8239;3;5;18;19;21;27;29;33;35;36;39;40;41;47;51;57;64;71;72;79
8240;3;4;8;12;14;18;19;28;31;32;35;36;39;45;46;47;62;67;70;71
8241;5;7;9;10;15;17;22;32;34;37;38;39;55;56;59;60;68;70;73;75
8242;1;5;10;11;12;21;23;30;33;44;48;50;52;55;57;64;67;72;73;76
8243;1;3;8;12;14;23;24;28;33;43;44;45;47;51;65;70;72;73;74;79
8244;2;5;7;8;16;19;22;28;33;36;48;49;55;62;63;67;68;69;71;72
8245;2;10;11;12;21;22;24;25;28;32;35;47;51;57;61;62;67;69;79;80
8246;8;9;10;19;22;24;25;27;33;34;37;39;40;49;50;60;63;64;73;78
8247;5;7;8;9;13;18;31;35;37;38;42;43;48;51;53;57;62;66;68;76
8248;1;2;3;5;6;11;19;22;23;28;29;52;53;56;57;60;70;71;75;76
8249;5;9;10;12;18;27;33;45;48;51;52;53;59;62;63;67;69;71;76;80
8250;3;9;21;25;29;33;34;36;40;41;46;48;53;55;58;59;64;65;78;79
8251;4;6;7;9;15;21;27;31;39;40;41;44;45;50;66;69;70;73;78;80
8252;2;4;9;16;36;37;40;41;42;44;46;49;57;58;61;63;69;72;75;80
8253;3;5;6;8;12;20;24;28;29;32;38;39;45;56;63;68;69;74;77;80
8254;9;12;15;16;19;22;24;27;28;31;32;38;44;48;49;60;64;65;76;77
8255;6;14;17;25;26;28;32;38;41;45;50;52;56;58;62;63;72;73;75;79
8256;1;5;14;17;23;26;28;34;44;46;49;52;54;60;67;68;74;76;78;79
8257;1;5;6;16;17;19;20;22;25;31;33;35;52;53;54;58;61;63;64;69
8258;2;7;14;15;19;22;26;28;36;39;52;53;55;56;60;62;65;68;79;80
8259;1;5;6;9;10;14;16;22;34;40;44;47;52;53;54;66;67;68;70;73
8260;4;6;14;15;18;20;25;26;41;44;48;51;56;58;62;63;67;68;75;76
8261;1;2;5;6;7;13;14;17;25;33;45;46;50;54;62;67;69;72;74;78
8262;2;3;10;13;18;19;26;36;46;51;52;60;61;62;64;67;69;71;73;79
8263;1;15;16;20;28;30;32;36;39;40;41;45;52;55;63;71;74;77;79;80
8264;1;10;11;12;18;19;20;24;25;40;41;44;47;49;54;55;69;70;72;75
8265;4;17;20;24;25;27;37;43;44;48;53;57;61;62;63;66;76;78;79;80
8266;1;2;6;16;18;21;31;38;41;42;43;44;46;52;55;59;62;68;71;76
8267;4;8;9;10;25;27;31;32;35;38;39;40;41;44;50;61;66;69;70;77
8268;2;3;10;15;18;20;22;23;33;36;37;41;57;62;63;69;71;73;76;78
8269;6;7;13;16;18;19;21;32;37;49;55;57;60;62;66;68;73;74;78;80
8270;1;5;6;7;10;11;18;26;31;40;43;44;46;49;50;56;58;59;70;79
8271;1;4;8;10;17;21;28;30;34;50;52;54;55;60;66;67;68;69;73;77
8272;4;12;18;25;26;31;32;35;36;37;41;42;43;44;52;55;60;61;69;75
8273;1;3;11;12;17;19;20;24;37;40;42;45;49;51;52;54;55;61;77;80
8274;2;3;4;6;12;16;19;24;27;28;29;34;37;49;55;66;67;74;77;78
8275;1;3;12;21;22;28;29;31;34;36;38;45;46;49;56;59;69;74;78;79
8276;2;3;5;6;13;19;20;21;37;41;44;49;52;53;55;57;60;62;65;72
8277;2;3;4;6;12;13;16;20;21;24;44;51;54;58;63;65;71;72;75;79
8278;6;7;10;13;18;23;26;29;30;36;45;48;49;50;53;61;62;70;74;75
8279;4;7;8;14;16;17;19;24;29;32;33;37;59;60;63;65;68;73;74;77
8280;2;7;11;13;16;21;25;29;31;32;38;39;42;43;45;46;47;62;76;77
8281;3;8;10;15;19;20;26;31;36;38;41;44;49;50;53;57;63;68;77;78
8282;4;12;16;19;25;27;28;36;38;43;44;49;55;56;57;60;66;68;74;76
8283;4;14;18;22;24;27;31;34;40;44;47;50;53;58;63;67;68;70;71;78
8284;4;5;18;23;25;33;34;35;36;44;46;50;57;59;60;61;62;64;69;75
8285;2;4;5;10;17;22;26;27;37;38;40;43;46;47;48;52;60;65;66;68
8286;7;8;15;16;21;22;24;28;30;36;39;42;43;45;51;52;57;60;69;80
8287;2;10;22;23;35;36;37;38;44;56;57;58;61;62;65;66;67;69;77;79
8288;3;5;8;9;10;11;16;19;22;31;41;45;52;53;54;55;56;63;69;76
8289;2;3;10;13;14;16;20;21;24;32;35;44;45;52;59;65;66;67;69;74
8290;6;7;11;18;23;24;34;36;40;46;47;57;58;62;63;64;66;67;72;79
8291;5;13;14;20;22;24;27;29;33;37;41;47;58;61;63;67;68;74;75;76
8292;8;15;18;21;26;30;32;45;49;51;52;54;61;63;65;68;74;76;78;79
8293;7;8;11;12;14;15;35;37;38;45;48;49;50;61;62;63;67;69;72;80
8294;4;5;10;17;19;20;22;31;35;37;45;49;62;63;66;67;72;78;79;80
8295;3;9;15;18;19;23;27;32;36;38;39;42;43;63;64;68;70;72;79;80
8296;8;22;27;28;29;37;39;41;42;44;49;50;54;61;66;67;72;75;76;80
8297;7;12;14;20;25;29;30;33;35;36;39;40;42;48;49;55;61;68;72;75
8298;1;11;14;16;17;30;35;36;44;45;47;48;52;55;57;65;69;70;75;77
8299;2;4;5;6;7;11;20;28;31;33;37;46;48;50;54;59;65;70;73;79
8300;4;6;7;8;9;10;15;19;22;32;35;36;39;40;49;51;53;56;72;76
8301;7;12;14;16;18;22;24;26;29;30;32;34;36;43;47;52;55;60;71;77
8302;2;6;8;9;10;19;23;25;43;44;45;46;47;51;55;57;58;60;71;79
8303;8;9;16;21;29;37;39;44;46;47;48;56;58;59;61;63;67;69;76;77
8304;6;8;9;10;14;18;22;26;32;35;42;43;49;53;57;60;65;74;76;79
8305;1;4;9;12;16;17;22;32;36;38;45;49;53;55;56;58;63;64;65;70
8306;3;10;14;23;27;37;40;41;43;52;53;54;56;57;59;61;66;68;77;79
8307;1;3;8;13;14;24;27;28;38;45;48;57;58;59;61;66;67;70;71;76
8308;1;5;7;11;36;37;42;51;52;54;55;57;59;60;67;69;73;74;76;77
8309;1;6;7;10;14;16;23;24;28;39;42;44;45;48;49;50;64;72;73;76
8310;3;5;6;8;20;23;25;32;34;35;37;40;42;49;52;67;75;76;79;80
8311;5;6;8;10;12;13;14;24;25;26;39;41;46;48;51;52;57;58;65;71
8312;1;10;12;13;16;19;23;27;33;43;44;48;51;52;61;62;64;68;73;74
8313;10;14;15;16;25;27;30;35;42;43;44;55;56;58;60;61;65;66;69;75
8314;2;7;10;13;15;34;38;44;50;52;53;56;61;65;67;68;70;72;75;76
8315;3;6;11;14;15;20;22;28;30;31;33;36;37;40;46;61;63;69;73;80
8316;2;6;8;13;16;17;21;22;28;31;37;50;54;55;56;57;60;63;72;75
8317;1;3;10;16;33;39;42;44;46;52;59;60;61;62;64;66;68;70;73;74
8318;5;7;17;19;22;25;27;31;34;40;45;47;50;55;57;58;67;69;72;77
8319;11;14;16;17;23;28;45;46;48;49;50;52;53;54;55;59;61;70;77;79
8320;4;11;21;24;27;28;38;40;44;46;47;50;51;53;56;60;65;68;70;78
8321;14;18;21;24;26;27;28;34;36;38;55;56;59;62;65;66;67;71;74;75
8322;4;6;7;12;25;28;31;33;34;35;36;42;48;53;60;66;69;73;74;75
8323;7;8;14;18;27;31;32;36;40;42;43;45;46;54;60;62;65;68;72;80
8324;1;3;4;6;11;28;29;32;34;36;40;44;45;50;54;57;61;65;77;78
8325;4;10;19;25;27;29;38;39;40;45;46;47;53;56;60;62;70;73;74;77
8326;2;4;21;24;25;26;29;34;35;39;40;48;51;62;67;68;73;74;76;77
8327;2;5;6;8;11;13;14;18;29;31;33;38;39;54;55;57;63;67;72;80
8328;2;5;8;12;28;31;35;37;41;42;47;54;58;59;64;65;69;71;78;80
8329;4;6;10;17;22;23;26;31;33;36;43;55;56;58;61;64;67;72;75;78
8330;12;19;23;25;26;33;35;36;37;42;49;51;57;59;67;72;75;76;77;79
8331;4;8;10;17;22;23;26;27;30;37;39;43;49;53;56;66;68;76;77;79
8332;2;8;12;22;25;31;32;38;39;41;45;46;47;48;49;52;53;55;75;77
8333;4;7;10;17;18;22;26;33;36;38;44;46;47;50;55;56;58;63;76;77
8334;2;5;6;13;14;17;23;24;25;31;37;44;45;57;61;68;70;72;74;79
8335;3;9;15;22;24;29;30;33;41;49;52;54;62;66;68;72;75;76;78;79
8336;3;8;10;14;17;20;21;23;26;27;49;56;57;63;67;69;70;72;76;77
8337;1;3;4;5;9;14;15;17;18;20;27;29;35;50;52;60;61;62;63;66
8338;10;17;18;23;24;45;47;48;51;52;53;55;56;58;63;69;72;75;79;80
8339;3;11;13;15;16;21;24;25;29;32;34;43;44;54;58;68;69;73;78;79
8340;4;10;12;15;22;24;27;29;33;37;43;48;56;65;69;70;71;73;75;77
8341;10;12;15;16;19;22;23;28;34;40;48;49;54;61;66;68;73;78;79;80
8342;4;7;11;13;18;27;28;31;45;49;54;55;56;58;68;69;73;76;78;80
8343;1;2;3;5;12;14;16;18;24;26;28;29;34;49;51;60;61;63;66;76
8344;3;6;7;8;11;12;25;26;27;40;41;43;49;51;56;61;63;72;76;78
8345;2;10;24;25;29;31;34;42;44;45;50;53;54;58;62;64;70;73;75;79
8346;5;12;18;19;22;29;31;32;40;47;51;53;54;55;57;59;63;65;68;78
8347;1;7;15;17;19;21;24;26;33;36;43;45;47;56;60;62;68;74;75;78
8348;6;7;8;14;15;17;18;19;25;38;42;44;47;50;58;61;65;74;76;80
8349;18;27;29;31;33;37;40;43;47;50;53;57;58;62;63;64;67;75;76;78
8350;1;2;4;7;18;31;32;35;36;50;52;55;56;62;64;67;68;70;73;76
8351;1;3;8;9;10;17;21;26;28;29;34;35;45;46;64;70;74;75;78;80
8352;8;9;11;13;15;19;23;24;30;36;41;45;47;61;63;65;66;75;76;80
8353;1;2;3;5;6;18;19;20;22;23;28;31;32;34;44;49;53;56;63;65
